(Intercept),n_farm_inputs,p_dev_inputs,Precip8110Ws,Tmean8110Ws,BFIWs,MAXDEPTH,lakemorpho_fetch,UNIQUE_ID,fitted,de,.xcoord,.ycoord
4.53560843,0,0,-0.226998665,0.103742357,-0.402972968,-0.062295388,0.012488569,NLA_WA-10078,3.959572336,-0.042471488,-1570679.889,2998682.026
4.53560843,0,0,-0.136807995,0.134138076,-0.397670692,-0.07317236,0.015111319,NLA_WA-10016,4.077206778,0.040643362,-1605616.627,3008053.067
4.53560843,0,0.001445246,-0.133548542,0.143195984,-0.413654672,-0.185897347,0.036634171,NLA_WA-10041,3.983783269,-7.12E-04,-1586917.607,2973878.87
4.53560843,0.006252702,0.018456679,-0.215358241,0.256457084,-0.14337937,-0.113713803,0.008766543,NLA_VA-10036,4.353090024,0.457240074,1598256.601,1888873.349
4.53560843,0.005830975,0.076079383,-0.218109024,0.253643301,-0.163115612,-0.069217097,0.005254055,NLA_VA-10021,4.425974412,0.279789366,1591937.549,1927790.301
4.53560843,0.025711771,0,-0.251899809,0.321508111,-0.11665007,-0.128546038,0.003411498,NLA_OK-10117,4.389143894,0.009909067,91386.54792,1344646.609
4.53560843,0,6.60E-04,-0.386485291,0.161598663,-0.291625174,-0.077127623,0.005540387,NLA_CA-10102,3.948169453,-0.381469761,-2076576.219,2079649.612
4.53560843,0.103128793,0.010493643,-0.249916546,0.389070731,-0.127254621,-0.010876972,0.002535304,NLA_TX-10180,4.65278876,0.059343123,48141.40902,831558.9544
4.53560843,0,1.43E-04,-0.236446168,0.102688012,-0.324670743,-0.049440784,0.013026197,NLA_NY-10031,4.040907789,-0.166312615,1718621.55,2615561.054
4.53560843,0.069264272,8.56E-05,-0.104551442,0.112956861,-0.137859173,-0.037574996,0.038749507,NLA_SD-10068,4.476679047,0.433560782,-253140.0353,2544936.487
4.53560843,0,3.68E-04,-0.240509037,0.233770233,-0.132362228,-0.074161176,0.010066786,NLA_IN-10094,4.332781011,0.047923145,825046.3994,1837704.186
4.53560843,0.023881661,0.006834489,-0.243465363,0.141066521,-0.23226081,-0.082071701,0.012609134,NLA_PA-10036,4.162202361,0.087953575,1678328.849,2250911.47
4.53560843,0,0,-0.115321914,0.079736926,-0.360554761,-0.048451968,0.018933579,NLA_NV-10144,4.109950292,-0.2129373,-1861185.808,2300506.052
4.53560843,0,0,-0.070752413,0.137934382,-0.321180122,-0.058340125,0.024954911,NLA_NV-10105,4.248225063,-0.296411494,-1962000.776,2265022.237
4.53560843,0,0,-0.085948965,0.153625276,-0.365857036,-0.016809867,0.005534536,NLA_NV-10090,4.226152374,-0.093216159,-1834473.75,2286984.516
4.53560843,0,1.97E-06,-0.056475912,0.122753685,-0.351709352,-0.004944078,0.051341398,NLA_NV-10043,4.296576141,-0.340146922,-1889917.884,2334597.1
4.53560843,0.061809144,0.024657458,-0.187458986,0.17460124,-0.219197128,-0.074161176,0.029824571,NLA_IL-10006,4.345683553,0.494901389,642943.3505,2179436.452
4.53560843,0,0,-0.28457898,0.097824158,-0.249206967,-0.049440784,0.004349331,NLA_NY-10033,4.054555189,-0.266602947,1723330.784,2445593.05
4.53560843,0.220307248,0.001328369,-0.218189656,0.31981369,-0.098238524,-0.007910525,0.003001322,NLA_OK-10114,4.755720354,-0.079548044,-33122.07327,1346735.764
4.53560843,0,0.003602337,-0.238260178,0.186230722,-0.243904691,-0.024720392,0.002621635,NLA_NY-10024,4.221177863,0.035557021,1788769.65,2319958.781
4.53560843,0.085399602,0.005247313,-0.242109234,0.230408655,-0.136295368,-0.074161176,0.005498135,NLA_IN-10025,4.409596356,0.003906706,835134.0946,1849068.955
4.53560843,0,0,-0.35013799,0.12461992,-0.376461588,-0.039552627,0.003752383,NLA_CA-10038,3.897828528,-0.236064784,-2101488.979,2219687.067
4.53560843,0.009761639,0,-0.057660697,0.351673554,-0.224029514,-0.037574996,0.004780582,NLA_AZ-10078,4.582558998,0.082353109,-1286004.619,1175573.312
4.53560843,0.008281295,3.67E-04,-0.302614299,0.305273056,-0.275718346,-0.077127623,0.009187743,NLA_AL-10023,4.203256972,-0.112299017,940611.5174,1189703.595
4.53560843,0.019308584,0.00325253,-0.280785025,0.304412043,-0.258061544,-0.059328941,0.131897117,NLA_AL-10037,4.396303196,0.056892213,913172.7597,1236268.767
4.53560843,0.054064238,9.38E-04,-0.214762197,0.227775294,-0.148106043,-0.113713803,0.024487322,NLA_OH-10054,4.366291315,-0.249848781,1137358.987,1860964.985
4.53560843,0.002389418,0,-0.259272582,0.14290658,-0.237306329,-0.157221693,0.023078557,NLA_NH-10020,4.050182382,-0.281744063,1919975.558,2464570.554
4.53560843,0.00628263,0.001442061,-0.249805881,0.1379924,-0.265113795,-0.02966447,0.029940779,NLA_ME-10018,4.166682155,-0.413248278,2108442.265,2675619.327
4.53560843,0.02652949,0.009094218,-0.255540356,0.162443531,-0.217302075,-0.025709208,0.009986556,NLA_MD-10016,4.245110586,-0.201365133,1417916.535,1977181.571
4.53560843,0.00559384,7.50E-05,-0.156074901,0.358888319,-0.058325035,-0.038563811,0.013551316,NLA_TX-10161,4.66075317,-0.320406969,-247863.019,949258.4673
4.53560843,0,0.067135445,-0.248573708,0.211413128,-0.29692745,-0.037574996,0.010446543,NLA_RI-10051,4.241527393,-0.087107694,2003939.258,2346022.534
4.53560843,0,0,-0.105338262,0.105867136,-0.349475648,-0.011865788,0.003336948,NLA_NV-10112,4.178132815,-0.380174933,-1795119.962,2002673.335
4.53560843,0.00130346,3.85E-04,-0.233767603,0.350413069,-0.376461588,-0.007910525,0.001685238,NLA_GA-10018,4.271255603,0.080952979,1300149.646,1233359.171
4.53560843,0.004894973,0.002965052,-0.247139268,0.12023698,-0.275481611,-0.217539449,0.024616903,NLA_ME-10043,3.94816201,-0.304253588,2037189.172,2673441.495
4.53560843,0,0,-0.07830801,0.114911374,-0.352641759,-0.158210508,0.044764407,NLA_MT-10110,4.106123934,-0.056162253,-1238511.65,2850708.217
4.53560843,0,0,-0.262811335,-0.062582535,-0.360554761,-0.296644703,0.005581418,NLA_CO-10058,3.558596515,-0.182694424,-808458.5218,1956797.51
4.53560843,0.047516849,0.002443687,-0.083211502,0.188748202,-0.32042594,-0.06625065,0.04902072,NLA_CO-10021,4.353449795,-0.053296232,-767516.9388,1961626.198
4.53560843,0,0.002296291,-0.282566486,0.280050285,-0.122335522,-0.212595371,0.027891372,NLA_CA-10012,4.228348999,-0.218628123,-2287484.296,1979693.812
4.53560843,0.007205243,0,-0.194178308,0.144088856,-0.27041607,-0.009888157,0.005948093,NLA_NY-10021,4.218368086,0.170646791,1602240.401,2550163.035
4.53560843,0,0,-0.274973266,0.167115996,-0.246192443,-0.088004595,0.01978079,NLA_NY-10025,4.113334912,0.02569161,1778106.037,2322759.102
4.53560843,0,0.002236688,-0.299058225,0.263950178,-0.296000067,-0.045485521,0.025118985,NLA_CA-10046,4.186370469,-0.357151967,-2123398.542,2057818.411
4.53560843,0.067091163,8.19E-05,-0.101957659,0.20471626,-0.266233929,-0.095915121,0.199590978,NLA_NE-10076,4.542982019,-0.153955663,-278294.0999,1898869.775
4.53560843,0.057413747,7.54E-04,-0.098250584,0.102860025,-0.13552799,-0.012854604,0.077500797,NLA_ND-10025,4.527504193,0.351385304,-288317.1739,2654760.04
4.53560843,0.006425136,9.46E-05,-0.110769637,0.145563882,-0.079534138,-0.009888157,0.003278391,NLA_SD-10107,4.490778543,0.086302446,-262934.7451,2392117.958
4.53560843,0.010411933,4.31E-04,-0.258929796,0.176617878,-0.187936223,-0.117669066,0.031792123,NLA_PA-10029,4.190326117,-0.154775447,1389642.815,1980387.883
4.53560843,0.003604987,7.94E-04,-0.191425732,0.317819053,-0.111347794,-0.027686839,0.009029275,NLA_OK-10124,4.536395575,-0.166928736,-113722.0215,1420569.775
4.53560843,0,0,-0.297896678,0.105473945,-0.331550449,-0.095915121,0.007396813,NLA_CA-10134,3.923116941,-0.376739148,-2053749.806,2080468.644
4.53560843,0,0,-0.237766404,0.053469667,-0.390934708,-0.103825646,0.009369054,NLA_UT-10149,3.865920393,-0.08126722,-1302582.126,2060029.426
4.53560843,0.0197956,0.001952255,-0.29002052,0.32860581,-0.191737297,-0.190841426,0.028173711,NLA_AL-10005,4.241536563,-0.071717054,759549.557,1081829.268
4.53560843,0.1578511,0.001029214,-0.150024511,0.204840762,-0.198267974,-0.022742761,0.011429612,NLA_NE-10092,4.539723872,0.563563585,-69867.42463,2003264.945
4.53560843,0.257586337,0.001196418,-0.207271767,0.194924336,-0.270473147,-0.084049333,0.018999587,NLA_IN-10065,4.446520861,0.367900725,793619.583,2047391.638
4.53560843,0.208913557,0.003936835,-0.172752317,0.163882359,-0.268407853,-0.02966447,0.083225394,NLA_IA-10055,4.524741935,0.279286752,65962.14672,2180928.591
4.53560843,0,0,-0.346345215,0.386006108,-0.212091036,-0.069217097,0.011935528,NLA_MS-10012,4.305896719,-0.266769567,707197.6937,849231.8288
4.53560843,0.023158891,0.001950075,-0.29525623,0.319229725,-0.18047717,-0.133490116,0.058762482,NLA_AL-10029,4.329486086,0.022790202,795432.2047,1171945.471
4.53560843,0,0,-0.28410841,0.332740931,-0.233300139,-0.032630917,0.003652164,NLA_AL-10046,4.321962058,0.038265918,723277.5474,1173849.439
4.53560843,0.001436731,4.34E-04,-0.280688608,0.337533046,-0.218510023,-0.069217097,0.021529476,NLA_AL-10038,4.328125578,0.049655462,768308.7166,1169238.696
4.53560843,0.049597366,0,-0.208417195,0.147294163,-0.20678876,-0.007910525,0.001990786,NLA_NY-10023,4.311374265,0.143491653,1589840.894,2290930.781
4.53560843,0,0,-0.234463123,0.268846823,-0.27041607,-0.108769725,0.001683818,NLA_VA-10032,4.192490153,0.010223003,1419630.679,1643472.411
4.53560843,0,1.23E-04,-0.21552183,0.197772348,-0.292235088,-0.435078898,0.064050441,NLA_CA-10035,3.854718282,-0.215081805,-2093101.409,1893271.307
4.53560843,0.001142159,0.001363608,-0.26221209,0.128018531,-0.314595244,-0.054384862,0.011088241,NLA_NH-10013,4.046028773,-0.345819999,1972445.615,2576068.186
4.53560843,0.002564508,3.37E-04,-0.139974178,0.090462223,-0.360554761,-0.019776314,0.002633029,NLA_MN-10086,4.111300351,-0.077846268,117087.9168,2667313.995
4.53560843,0.057716921,0.001019821,-0.097954266,0.099885596,-0.143922439,-0.039552627,0.007188109,NLA_ND-10029,4.419989545,0.443734877,-261416.9978,2660517.947
4.53560843,0.065046303,0.038336218,-0.216812819,0.262272223,-0.089654252,-0.064273019,0.005027584,NLA_IL-10048,4.535550668,0.444998661,516876.9481,1763378.902
4.53560843,6.69E-04,7.21E-05,-0.234626885,0.107927307,-0.309234754,-0.237315763,0.042498442,NLA_ME-10015,3.905597814,-0.174935793,2168443.972,2807087.24
4.53560843,0,0,-0.278102489,0.144259013,-0.275718346,-0.02966447,0.003756411,NLA_ME-10001,4.100138549,-0.335331327,2171773.537,2698941.89
4.53560843,0.003731562,0.004012278,-0.272534838,0.330532693,-0.134665546,0,0.031258325,NLA_AR-10020,4.497942904,-0.113990041,339693.0071,1281383.423
4.53560843,0.00457904,4.98E-04,-0.301520046,0.35980757,-0.180074072,-0.044496705,0.014099593,NLA_AL-10039,4.388502234,0.034389522,721685.4388,978677.9683
4.53560843,0,5.02E-04,-0.189410162,0.121004588,-0.337570035,-0.15326643,0.049392358,NLA_CA-10017,4.026261009,-0.335851692,-2034033.76,2079683.77
4.53560843,0.077746463,6.72E-04,-0.199186605,0.333299155,-0.142272795,-0.074161176,0.036524844,NLA_OK-10030,4.568230476,-0.059013025,-106975.999,1247467.494
4.53560843,0.057649195,4.83E-04,-0.133097191,0.097410057,-0.342416054,-0.049440784,0.014812221,NLA_MN-10101,4.181009042,0.206581402,7436.771545,2600426.271
4.53560843,0.122944417,4.46E-04,-0.323092624,0.378640227,-0.227618016,-0.019776314,0.002303192,NLA_MS-10043,4.469455462,-0.159897141,593529.5894,880195.4801
4.53560843,0.275398227,1.10E-04,-0.166099297,0.213361999,-0.143025989,-0.009888157,0.010146477,NLA_NE-10015,4.71561183,0.095548067,-44813.31588,1923862.26
4.53560843,0.017054202,9.50E-05,-0.076141565,0.104669704,-0.309954052,-0.494407839,0.094838406,NLA_MT-10055,3.871762285,-0.018840571,-941991.3736,2534819.605
4.53560843,0,9.87E-04,-0.28456418,0.343774181,-0.138377418,0,0.003808427,NLA_AR-10024,4.461236834,-0.092950884,309767.1495,1117170.523
4.53560843,0.012936882,7.79E-04,-0.233300219,0.241071429,-0.207378525,-0.048451968,0.020104977,NLA_VA-10016,4.321370248,-0.110042406,1212967.098,1632686.86
4.53560843,0.026342849,0.001291974,-0.143549091,0.103641418,-0.325470096,-0.044496705,0.034818597,NLA_MN-10055,4.188187377,0.273479977,128855.8167,2584223.604
4.53560843,0,0,-0.224132794,0.05504242,-0.397402813,-0.114307092,0.011529713,NLA_ID-10001,3.866337864,-0.130368776,-1521461.232,2522388.013
4.53560843,0.04270611,8.82E-05,-0.10131497,0.140148155,-0.079917306,-0.018787498,0.071712507,NLA_SD-10163,4.590243639,-0.007080862,-295070.2219,2438468.257
4.53560843,0.153504586,2.29E-04,-0.235515111,0.263098249,-0.153766001,-0.019776314,0.008742069,NLA_MO-10021,4.552125351,0.232817328,156329.3413,1642718.839
4.53560843,0.017500907,1.82E-04,-0.099895029,0.099171351,-0.137859173,-0.037574996,0.012964473,NLA_ND-10089,4.390098036,0.74629995,-235043.2322,2679027.568
4.53560843,0.08196126,0,-0.099626543,0.096313553,-0.137859173,-0.042519074,0.012940189,NLA_ND-10104,4.446818641,0.759862217,-238800.2163,2686938.145
4.53560843,0,0.003194881,-0.138499887,0.078908179,-0.339345657,-0.019776314,0.003295258,NLA_MN-10079,4.123384891,0.048040096,62165.18416,2688666.986
4.53560843,0.08192423,0,-0.238537869,0.134247644,-0.265113795,-0.024720392,0.004923111,NLA_ME-10063,4.22833136,-0.405902108,2085504.189,2676596.886
4.53560843,0,0,-0.243625587,0.131767659,-0.249206967,-0.039552627,0.003704413,NLA_NY-10022,4.138695321,-0.261520209,1774434.222,2467200.936
4.53560843,0,0,-0.233280327,0.112309652,-0.265113795,-0.133490116,0.004618016,NLA_NY-10020,4.02065186,-0.216433389,1776180.757,2543520.835
4.53560843,0,0,-0.298996387,0.15473302,-0.335531247,-0.061306572,0.00979183,NLA_CA-10101,4.004299074,-0.3187993,-2074648.843,2131483.148
4.53560843,0,7.97E-04,-0.292547727,0.286732611,-0.275233891,-0.057351309,0.0186953,NLA_CA-10047,4.216700457,-0.354862577,-2132456.403,2102088.718
4.53560843,0.149922883,0,-0.129549478,0.10752295,-0.311344135,-0.059328941,0.018948201,NLA_MN-10117,4.311779911,0.316188216,4840.550842,2585015.359
4.53560843,0,0,-0.223819616,0.086715717,-0.267181366,-0.446944686,0.040420507,NLA_ME-10022,3.724798986,-0.174359866,2068411.994,2824523.042
4.53560843,0,0,-0.222240053,0.081176685,-0.275718346,-0.088993411,0.008750956,NLA_ME-10009,4.038584261,-0.297259451,2046548.061,2955657.22
4.53560843,0,0,-0.21820754,0.075732852,-0.276206142,-0.227427606,0.024265397,NLA_ME-10017,3.913765392,-0.294741449,2046981.82,2958245.802
4.53560843,0.044262648,5.52E-04,-0.133536131,0.09179196,-0.342908762,-0.118657881,0.012771038,NLA_MN-10018,4.089883219,0.08022977,20491.77489,2653689.249
4.53560843,0.015533298,0.006672342,-0.313371763,0.368312458,-0.206582258,-0.053396047,0.022994794,NLA_MS-10011,4.375771254,-0.18648398,622213.4049,936036.8765
4.53560843,0.115478687,0.02188108,-0.157516289,0.202257134,-0.20678876,-0.014832235,0.004039336,NLA_NE-10123,4.500127384,0.608122489,-39926.0451,2042328.751
4.53560843,0.008677197,0.001349113,-0.253409641,0.138577082,-0.254509243,-0.034213022,0.00312343,NLA_NH-10023,4.145203346,-0.239866015,1937781.047,2440208.607
4.53560843,0.330441914,0.003378869,-0.199301064,0.195712452,-0.302229726,-0.059328941,0.007969147,NLA_IN-10108,4.512251081,0.172239798,848231.883,2080720.348
4.53560843,0.154711656,0.001969296,-0.198377228,0.194185395,-0.315309628,-0.138434195,0.016276253,NLA_IN-10120,4.25062998,0.163405323,842303.7788,2087691.659
4.53560843,0.190657706,0.001901664,-0.19850316,0.196391678,-0.291068193,-0.074161176,0.020585146,NLA_IN-10076,4.381412097,0.193364815,854857.1499,2077252.295
4.53560843,0.324701018,5.91E-04,-0.200801906,0.237253283,-0.106045518,-0.093937489,0.005725517,NLA_IL-10037,4.703094352,0.360838913,514745.2833,1840958.512
4.53560843,0.004202001,0.003683513,-0.259848747,0.201344409,-0.254509243,-0.039552627,0.011782003,NLA_CT-10022,4.202709739,-0.268292686,1932836.316,2277289.765
4.53560843,0.025066351,1.44E-04,-0.101486965,0.148908947,-0.101541238,-0.026698023,0.002840555,NLA_SD-10139,4.482842142,-0.092603637,-296792.3729,2376050.742
4.53560843,0.007975845,0.006905468,-0.287069438,0.299489189,-0.32203662,-0.12360196,0.108455363,NLA_GA-10010,4.225726277,-0.045085157,1036558.421,1292360.218
4.53560843,0.009476648,5.46E-04,-0.203862813,0.212079509,-0.233300139,-0.035597364,0.007222069,NLA_VA-10051,4.292171974,0.007906577,1462252.448,1856684.526
4.53560843,0.024907967,0.00862166,-0.277868559,0.316300316,-0.227997863,-0.02966447,0.011548388,NLA_AL-10048,4.36145587,0.040700934,922876.9682,1250724.423
4.53560843,0.084796921,6.33E-05,-0.092674489,0.150172508,-0.137859173,-0.016809867,0.007876352,NLA_SD-10106,4.531173991,0.086546806,-443582.6042,2467472.043
4.53560843,0.008767098,0.006114535,-0.250665092,0.340507731,-0.265113795,-0.047463153,0.003415007,NLA_GA-10025,4.33117076,0.038748846,1076800.619,1153431.03
4.53560843,0.245046765,5.05E-04,-0.15230989,0.143129233,-0.317821227,-0.011865788,0.012614917,NLA_IA-10026,4.454907718,0.237651528,66651.99662,2274507.743
4.53560843,0.012469863,0.002614866,-0.227574025,0.123343114,-0.244677609,-0.158210508,0.113876763,NLA_ME-10024,4.157450894,-0.331462794,2084088.241,2725050.79
4.53560843,0,0,-0.142649775,0.090604644,-0.360554761,-0.054384862,0.006112336,NLA_MN-10080,4.074736013,-0.085842993,114225.6155,2673505.295
4.53560843,0,0,-0.175806462,0.030930025,-0.349950209,-0.039552627,0.007566591,NLA_NV-10001,4.008795748,-0.289498809,-1616370.614,2118902.947
4.53560843,0.017606719,0.017101093,-0.253560348,0.201154842,-0.344021912,-0.004944078,0.014165687,NLA_RI-10026,4.183110431,-0.20249866,2007279.532,2322457.918
4.53560843,0.015625386,1.09E-04,-0.104666595,0.094246352,-0.356258671,-0.02966447,0.026971745,NLA_MT-10160,4.181970772,0.131710851,-1134497.331,2649240.926
4.53560843,9.87E-04,5.01E-05,-0.115005786,0.063391104,-0.380709034,-0.113713803,0.041004648,NLA_MT-10156,4.031612149,0.127323901,-1128030.365,2713773.7
4.53560843,0,0,-0.218718235,0.076392221,-0.249206967,-0.044496705,0.008122121,NLA_ME-10003,4.107700865,-0.207897909,2007742.141,2795497.55
4.53560843,0.00134023,1.61E-04,-0.090234161,0.161285231,-0.283900687,-0.034608549,0.039567703,NLA_AZ-10020,4.329219039,0.134717977,-1215628.376,1340903.377
4.53560843,0,0,-0.081373515,0.036627263,-0.360554761,-0.059328941,0.003632354,NLA_CO-10064,4.074610831,-0.315018014,-887151.9995,1848196.393
4.53560843,0,0,-0.220379366,0.032412704,-0.397670692,-0.250269248,0.010111848,NLA_ID-10107,3.709813677,-0.10983264,-1503215.202,2497064.777
4.53560843,0,0,-0.237534114,0.037531846,-0.396845546,-0.482937577,0.028110979,NLA_ID-10164,3.483934019,-0.071217087,-1499165.981,2481418.892
4.53560843,0.053144713,6.45E-04,-0.097192282,0.10688318,-0.127831436,-0.014832235,0.17820091,NLA_ND-10069,4.634626558,0.356723425,-318583.494,2642972.168
4.53560843,0.002273644,0.07471546,-0.204843541,0.365393954,-0.078030857,-0.039552627,0.045733448,NLA_TX-10076,4.701297911,0.11463168,-66963.98789,1085328.136
4.53560843,0.002439167,0.064871521,-0.238056006,0.211290025,-0.262857005,-0.014832235,0.003256601,NLA_NY-10030,4.301720497,-0.065977372,1837339.779,2253903.163
4.53560843,0.040234985,0.003735923,-0.274461483,0.410694246,-0.127734351,-0.009888157,0.028937335,NLA_TX-10184,4.607126928,-0.08257975,40746.50221,672677.4318
4.53560843,5.45E-04,0.001414925,-0.152372024,0.084318453,-0.236086638,-0.218528265,0.017914896,NLA_MN-10081,4.032814607,0.121684863,253118.7752,2653498.864
4.53560843,0.054744803,6.62E-04,-0.308447693,0.367331375,-0.164370553,-0.025709208,0.028775284,NLA_MS-10003,4.488594624,0.206748807,436418.5417,969590.4043
4.53560843,0,0,-0.288650902,0.33529975,-0.185579656,-0.019776314,0.002409874,NLA_MS-10029,4.379311182,-0.101360919,689570.4874,1196697.668
4.53560843,0,0,-0.291909953,0.346317758,-0.164370553,-0.004944078,0.002419509,NLA_MS-10042,4.423121113,0.111483596,652990.3584,1050260.422
4.53560843,0,1.88E-04,-0.094231536,0.148246357,-0.079534138,-0.037574996,0.00663538,NLA_SD-10185,4.479337935,-0.011162269,-353132.8025,2464221.876
4.53560843,0.0513113,0.001320524,-0.096762533,0.100910544,-0.132901214,-0.025709208,0.032303884,NLA_ND-10046,4.466081728,0.503100857,-277027.7095,2681201.774
4.53560843,0.013258102,6.00E-04,-0.223520903,0.125083839,-0.258591201,-0.454855212,0.472052012,NLA_VT-10009,4.209634606,-0.171416304,1774389.536,2621765.578
4.53560843,0.027118824,1.53E-04,-0.10216811,0.094704303,-0.143161449,-0.02966447,0.050318453,NLA_ND-10112,4.432909369,0.698206348,-255306.8856,2694527.886
4.53560843,0.136184711,3.57E-05,-0.223741369,0.256362062,-0.279983081,-0.004944078,0.006223311,NLA_MD-10029,4.425745651,0.154703977,1709665.454,1984122.304
4.53560843,0.027689713,0.005667928,-0.204912545,0.195600064,-0.217393312,-0.067239466,0.007743987,NLA_OH-10033,4.282764799,0.274448118,1224997.354,2109094.319
4.53560843,0,0.097682762,-0.086717304,0.306283605,-0.212091036,-0.02966447,0.00276475,NLA_CA-10080,4.613866736,-0.261299506,-2245400.083,1885963.128
4.53560843,0.025630003,0.009867528,-0.256755473,0.438285015,-0.263117969,-0.009888157,0.308512072,NLA_FL-10049,4.788141449,0.364589342,1403367.532,722845.2439
4.53560843,0.044289909,0.001506662,-0.275898694,0.385176686,-0.240438566,-0.049440784,0.138514719,NLA_FL-10047,4.539318363,0.076221336,1093636.274,883497.4532
4.53560843,6.89E-04,9.36E-04,-0.268412931,0.400040179,-0.208064694,-0.022742761,0.068291048,NLA_FL-10076,4.506343937,-0.343100487,1299216.676,887403.42
4.53560843,0.055062457,2.42E-04,-0.051452116,0.14024289,-0.39833162,-0.030752168,0.008154396,NLA_ID-10115,4.258774298,0.17371115,-1345205.987,2349914.934
4.53560843,0.003351263,0.007702681,-0.253191702,0.133383187,-0.295562961,-0.173042744,0.031862908,NLA_ME-10036,3.990111062,-0.345464996,2010245.635,2610024.522
4.53560843,0.012868449,0.00149263,-0.295471373,0.32431276,-0.201486484,-0.057351309,0.006051474,NLA_MS-10045,4.326024577,-0.114725944,675600.6879,1276395.198
4.53560843,0.004407268,0.001087379,-0.108686315,0.113384084,-0.344099977,-0.059328941,0.01160521,NLA_SD-10037,4.153977139,-0.00970878,-602152.8825,2332293.186
4.53560843,0.02363532,6.92E-04,-0.234605608,0.279649945,-0.220873355,-0.046474337,0.006967522,NLA_VA-10025,4.344599902,0.367395283,1606279.314,1720178.67
4.53560843,0,0,-0.042279215,0.205245015,-0.351656502,-0.088004595,0.004486525,NLA_WA-10061,4.263399657,-0.031876043,-1804419.884,2910667.656
4.53560843,0.075618795,9.96E-04,-0.094971045,0.098379974,-0.121952345,-0.025709208,0.023060956,NLA_ND-10100,4.49103147,0.398495913,-287304.409,2692576.192
4.53560843,0.012984907,0.00376334,-0.234981574,0.16896626,-0.263588324,-0.019875195,0.002303997,NLA_NH-10018,4.205181841,-0.292241906,1986963.109,2476969.19
4.53560843,0.023110685,9.84E-04,-0.239340096,0.231409716,-0.134460497,-0.059328941,0.03832166,NLA_IN-10075,4.396304876,0.054587546,821705.6074,1845332.897
4.53560843,0.019129921,6.85E-05,-0.075185969,0.101432362,-0.39794752,-0.029367826,0.003528747,NLA_ID-10019,4.157266626,0.03550364,-1438257.501,2395771.047
4.53560843,0,0,-0.082148582,0.168052309,-0.304072704,0,0.00900897,NLA_SD-10093,4.326448424,-0.051901515,-647816.5978,2270637.58
4.53560843,0.038878074,0.049590964,-0.219523303,0.248327773,-0.278209085,-0.019776314,0.008205379,NLA_MD-10020,4.36310192,0.236633027,1605430.902,1949598.901
4.53560843,0.065970151,5.16E-04,-0.087443893,0.076364583,-0.137038734,-0.021753945,0.085773875,NLA_ND-10134,4.517996422,0.212701195,-454706.0666,2872106.419
4.53560843,0,3.28E-04,-0.36847177,0.225672995,-0.238602415,-0.084049333,0.005323323,NLA_OR-10084,4.075809276,-0.306357617,-2221364.523,2649440.289
4.53560843,0,0.00012566,-0.2637141,0.163307867,-0.2030441,-0.02966447,0.002169163,NLA_CA-10063,4.20478845,-0.249731922,-2249884.565,2176156.266
4.53560843,0.001799364,0.005193393,-0.244884676,0.301017499,-0.275718346,-0.019776314,0.015277502,NLA_VA-10045,4.318516851,0.485591266,1690594.488,1757013.658
4.53560843,0.021936365,0.010377254,-0.245446542,0.300066148,-0.274739567,-0.082071701,0.01623403,NLA_VA-10010,4.281964417,0.464008263,1682027.284,1757187.785
4.53560843,0,0.001155983,-0.255460195,0.098899447,-0.252673147,-0.321365095,0.017367624,NLA_ME-10023,3.823533047,-0.185928752,1981513.304,2655825.394
4.53560843,0,0.002073686,-0.292902631,0.309315259,-0.210097246,-0.064273019,0.018178144,NLA_MS-10030,4.297902622,-0.144939277,661085.3611,1313395.14
4.53560843,0.212915772,0.002679941,-0.203042715,0.205434151,-0.191889702,-0.004944078,0.039420833,NLA_OH-10017,4.596182632,0.117482716,979109.572,1988849.197
4.53560843,0.081969166,9.94E-04,-0.13240916,0.09762642,-0.346609568,-0.024720392,0.02972574,NLA_MN-10072,4.242184379,0.085592038,19346.59206,2634667.23
4.53560843,0.084767872,8.97E-04,-0.12192309,0.084728833,-0.222695587,-0.007910525,0.005957918,NLA_MN-10091,4.359431345,0.25787987,-18262.06795,2738885.265
4.53560843,0.160370632,0.003372334,-0.215742313,0.211994887,-0.195696081,-0.079105254,0.021376895,NLA_IN-10028,4.442179531,0.176917467,936250.8255,1897455.441
4.53560843,0,0,-0.145417008,0.02467485,-0.319293459,-0.428157188,0.123780056,NLA_WY-10023,3.79119568,-0.146817059,-1122290.945,2304435.479
4.53560843,0.19554296,0,-0.135080701,0.100856603,-0.302229726,-0.014832235,0.006079538,NLA_MN-10103,4.38594487,0.157571795,-5834.118063,2638067.98
4.53560843,0.018137392,0.004660273,-0.241991501,0.178543545,-0.259811519,-0.033619733,0.010787699,NLA_CT-10041,4.212314586,-0.218575617,1949160.61,2339366.957
4.53560843,0.337238129,0.001930751,-0.197673697,0.183199472,-0.233300139,-0.178975638,0.009958456,NLA_IN-10040,4.457985763,0.140327222,914653.3876,2117274.714
4.53560843,0.010929136,0.004159851,-0.243293002,0.299118922,-0.266899034,-0.017798682,0.005402612,NLA_VA-10014,4.327228232,0.473592144,1672590.523,1753934.307
4.53560843,0,0,-0.134615273,0.101102031,-0.398243673,-0.012261314,0.005145594,NLA_ID-10152,4.096735794,0.340537529,-1262383.859,2243015.269
4.53560843,0.009572542,3.10E-04,-0.092695069,0.114296238,-0.442356913,-0.059328941,0.033453287,NLA_ID-10073,4.098859749,0.333577525,-1290380.831,2319635.724
