(Intercept),p_farm_inputs,n_dev_inputs,fst_ws,Precip8110Ws,Tmean8110Ws,MAXDEPTH,lakemorpho_fetch,BFIWs,AG_ECO3PLNLOW,AG_ECO3EHIGH,UNIQUE_ID,fitted,de,.xcoord,.ycoord
-0.30260997,0.145453594,8.12E-04,-0.00238977,-0.676699869,0.222748304,-0.05605501,0.019958548,-0.170061222,1.126184227,0,NLA_OK-10111,0.73951159,0.251759046,-295967.6502,1381868.415
-0.30260997,3.67E-04,7.52E-05,-0.089914605,-0.498121545,0.118507077,-0.11211002,0.05238566,-0.326067566,0,0,NLA_NM-10054,0.20815216,-0.66521885,-725961.1201,1563331.656
-0.30260997,0,0,-0.500501888,-1.060126977,0.237582666,-0.05231801,0.008652113,-0.605592164,0,1.320651303,NLA_SC-10010,0.225473628,-0.759350737,1294619.375,1352058.895
-0.30260997,0,0.042068796,-0.161827534,-1.031651369,0.254285706,-0.078477014,0.012516059,-0.679186536,1.126184227,0,NLA_SC-10011,0.389854033,-0.114747394,1376228.73,1324341.385
-0.30260997,0.055911697,0.004210242,-0.260910632,-1.058217951,0.252734512,-0.074740014,0.009601419,-0.815733985,1.126184227,0,NLA_SC-10014,0.242023696,-0.558216566,1296523.639,1263947.727
-0.30260997,0,0,-0.002494781,-0.438079272,0.134572525,-0.018685003,0.024947464,-0.657843057,1.126184227,0,NLA_NM-10074,0.383831518,-0.824020466,-784667.4007,1494869.443
-0.30260997,0.043904625,0.076407612,0,-0.370761674,0.148465197,-0.130795024,0.034659569,-0.70453935,1.126184227,0,NLA_CO-10027,0.420693437,-0.725192052,-769973.6402,1923355.754
-0.30260997,0.17148679,3.80E-04,-0.002857467,-0.534939612,0.087720938,-0.119584022,0.085128846,-0.400667119,1.126184227,0,NLA_ND-10043,0.75457836,0.530685467,-95834.66161,2568274.102
-0.30260997,0,0,0,-1.1656015,0.212592209,-0.018685003,0.007893339,-0.413005826,1.126184227,0,NLA_KY-10026,0.522954667,0.161702891,590829.537,1515944.825
-0.30260997,0.090342617,0.003572519,-0.00950588,-0.95738437,0.185659829,-0.082214015,0.016603811,-0.243492639,1.126184227,0,NLA_KS-10065,0.32277833,-1.048117284,106110.7424,1753003.645
-0.30260997,1.00E-04,0.025875994,-0.016184703,-1.10661521,0.179215119,-0.269064049,0.203681138,-0.491427798,1.126184227,0,NLA_PA-10030,0.435066121,-0.089646984,1775556.734,2103005.773
-0.30260997,7.57E-04,4.13E-04,-0.672567027,-1.711716909,0.162696856,-1.569540287,0.178313757,-0.779013635,0,1.320651303,NLA_NC-10005,0.031997809,-0.518538167,1109432.129,1419079.335
-0.30260997,0,0,0,-0.420796541,0.136762597,-0.041107008,0.119370714,-0.631655969,1.126184227,0,NLA_NM-10011,0.382575021,-0.949479876,-818294.2725,1451141.296
-0.30260997,0.033901917,1.55E-04,-0.072971057,-0.375290131,0.089889466,-0.956672175,1.401746325,-0.551296191,1.126184227,0,NLA_SD-10005,0.641637305,-0.292537989,-371952.7761,2415635.575
-0.30260997,1.40E-04,0,-0.569341284,-0.607824008,0.085448867,-0.747400137,0.034504477,-0.877762366,0,0,NLA_NM-10009,0.036279208,-0.776183918,-884660.916,1482120.436
-0.30260997,0.09229648,0.001358635,-0.390223453,-1.185360367,0.2132299,-0.041107008,0.025775736,-0.249351787,1.126184227,0,NLA_KY-10041,0.596732133,0.618206542,662477.7178,1562990.455
-0.30260997,0.151985666,0.003475416,-0.116092896,-1.072617947,0.183488336,-0.287749053,0.038184528,-0.237974592,0,1.320651303,NLA_KY-10043,0.473851799,-0.270444917,939860.4254,1739796.599
-0.30260997,0.001023704,0.001436569,-0.555518172,-1.263161902,0.220458634,-0.041107008,0.012860973,-0.431523762,1.126184227,0,NLA_TN-10035,0.515115402,0.806696363,647135.8676,1411047.85
-0.30260997,0.288037202,8.87E-04,-0.350175853,-1.352778785,0.212209763,-0.123321023,0.018300783,-0.364416905,0,1.320651303,NLA_TN-10017,0.768929909,1.369502037,864954.2675,1412168.144
-0.30260997,0,0.100562115,-0.047041743,-1.222765869,0.23699072,-0.224220041,0.011549717,-0.337524482,1.126184227,0,NLA_TN-10034,0.467023178,0.041719538,547100.1146,1368121.741
-0.30260997,0.150509507,0.001832632,-0.120731178,-1.258421037,0.208515418,-0.130795024,0.052881221,-0.417293083,0,1.320651303,NLA_TN-10029,0.689696559,0.815819856,803401.768,1440211.382
-0.30260997,0.001721728,4.60E-04,-0.661922377,-1.139908459,0.209475886,-0.186850034,0.022883057,-0.328858022,0,1.320651303,NLA_KY-10009,0.495786545,0.563918288,733324.0555,1590488.879
-0.30260997,0.061919926,0.004930173,-0.354348351,-1.257483657,0.224717079,-0.190587035,0.031592582,-0.695085625,0,1.320651303,NLA_SC-10012,0.355852838,0.077584288,1262233.413,1432333.721
-0.30260997,0.002304618,0.018227274,-0.30154877,-1.808247773,0.175482204,-0.302697055,0.027408509,-0.801717191,0,1.320651303,NLA_NC-10031,0.123680415,-0.466152181,1196151.326,1427130.672
-0.30260997,0.062231555,0.004902923,-0.504428918,-1.158412036,0.196647435,-0.38117407,0.182664491,-0.702500435,0,1.320651303,NLA_NC-10020,0.529892068,0.915755893,1306983.878,1513476.796
-0.30260997,5.81E-04,8.30E-04,-0.697604515,-1.176809881,0.176990912,-0.418544077,0.057770105,-0.689444631,0,1.320651303,NLA_NC-10030,0.333890909,0.551695925,1243251.398,1499332.61
-0.30260997,0.004182093,3.99E-04,-0.019891983,-0.561287213,0.079808335,-0.179376033,0.141258658,-0.382545056,1.126184227,0,NLA_SD-10112,0.718469975,0.553205725,-112217.7448,2524262.33
-0.30260997,0,0,-0.424132748,-0.507489819,0.090897743,-0.332593061,0.034525733,-0.74098104,0,0,NLA_NM-10039,0.065118421,-0.963166717,-805409.9172,1577810.578
-0.30260997,0.191413929,7.94E-04,-0.034676628,-0.845798514,0.176586886,-0.037370007,0.060768327,-0.24374175,1.126184227,0,NLA_KS-10013,0.614713402,-0.10764936,46197.42498,1846585.121
-0.30260997,0.149301967,0.001475825,-0.280641498,-1.143432581,0.195232062,-0.579235106,0.097787781,-0.35537711,1.126184227,0,NLA_KY-10035,0.487980756,0.558297022,862371.8619,1633121.099
-0.30260997,0,0,-0.578717973,-0.617546941,0.056175955,-0.05605501,0.010724988,-0.753128271,0,0,NLA_NM-10055,0.062956257,-0.940617972,-815214.4512,1577378.367
-0.30260997,0.040397117,0.002653929,-0.244708221,-1.275113599,0.233410744,-0.175639032,0.254306828,-0.297126059,1.126184227,0,NLA_MS-10004,0.307206637,-0.654301076,537972.877,1312505.12
-0.30260997,0.092741864,0.001635007,-0.01272929,-0.790740662,0.108548184,-0.093425017,0.082605445,-0.594016604,1.126184227,0,NLA_IA-10024,0.893271165,2.023542191,201729.3291,2268881.162
-0.30260997,0,0,-0.155667809,-0.570545802,0.080360263,0,0.00466108,-0.388711365,1.126184227,0,NLA_SD-10104,0.69152674,0.529884717,-96191.79148,2520396.136
-0.30260997,0.024742857,8.85E-04,-0.321937525,-0.890128994,0.182832334,-0.11211002,0.007213808,-0.242944603,1.126184227,0,NLA_KS-10045,0.445159896,-0.177644095,81683.95253,1814419.459
-0.30260997,0.005265828,6.78E-04,-0.022806255,-0.560061298,0.079958489,-0.168165031,0.04375067,-0.388711365,1.126184227,0,NLA_SD-10156,0.708460607,0.590826115,-114406.5767,2525635.165
-0.30260997,0.064974517,0.058598705,-0.03741711,-1.010582303,0.194336002,-0.029896005,0.014948207,-0.627153116,0,1.320651303,NLA_VA-10035,0.310570938,-0.922679485,1403658.978,1709259.665
-0.30260997,0.00355757,0,0,-0.295442486,0.088789516,-0.224220041,0.058035266,-0.817035431,1.126184227,0,NLA_MT-10042,0.411311786,-0.480179851,-1223933.091,2870407.628
-0.30260997,0.159580597,0.020840368,-0.127893475,-1.071243421,0.191105499,-0.171902031,0.006621608,-0.230797373,0,1.320651303,NLA_KY-10038,0.460450433,-0.431985804,917131.9327,1737678.755
-0.30260997,0.116214487,0.010457455,-0.138402679,-0.863909769,0.181944965,-0.186850034,0.057307512,-0.242189617,1.126184227,0,NLA_KS-10036,0.399124672,-0.646264514,18906.52989,1774949.249
-0.30260997,0.030542647,0.001263666,-0.633028156,-1.097456065,0.193089745,-0.168165031,0.004713793,-0.603047122,0,1.320651303,NLA_VA-10042,0.259894865,-0.278767912,1411291.634,1663486.904
-0.30260997,0.002957951,3.79E-05,-0.68178288,-1.596335512,0.187579345,-1.035149189,0.089029192,-0.801717191,0,1.320651303,NLA_SC-10006,0.055539805,-0.497470708,1199404.531,1417852.015
-0.30260997,0.214482701,7.46E-04,-0.002155107,-0.545037656,0.09003588,-0.213009039,0.101325977,-0.327588759,1.126184227,0,NLA_SD-10007,0.871425274,1.288190313,-128140.017,2467688.995
-0.30260997,0,0.002486383,-0.020558365,-0.55225338,0.084336065,-0.044844008,0.019584338,-0.376564135,1.126184227,0,NLA_SD-10096,0.736419603,0.608238199,-118596.9248,2539662.94
-0.30260997,0,0.001592266,-0.693445816,-0.969217474,0.055341943,-0.05231801,0.013785966,-0.983925644,0,0,NLA_UT-10059,0.118333263,0.44133399,-1303667.83,2051371.681
-0.30260997,0.001594358,0.031503213,0,-0.410130864,0.166264933,-0.037370007,0.044955536,-0.850306112,0,0,NLA_UT-10075,0.445358666,0.65147063,-1361224.905,2075755.208
-0.30260997,0.08616909,0.003332551,-0.415325169,-1.109050858,0.121902429,-0.100899018,0.017076609,-0.488821372,0,1.320651303,NLA_PA-10017,0.226605269,-0.839993389,1423346.681,2032357.275
-0.30260997,0.122982164,5.03E-04,-0.249354036,-0.987759217,0.194747136,-0.224220041,0.036676295,-0.157913992,1.126184227,0,NLA_KS-10006,0.330162138,-0.746189951,96249.90239,1677083.188
-0.30260997,0.07066831,0.001426159,-0.147025984,-1.002629018,0.177775106,-0.298960055,0.033655913,-0.085030611,1.126184227,0,NLA_MO-10045,0.554576368,0.161192589,353303.1486,1799785.102
-0.30260997,0.146401837,0.001450743,-0.02723904,-0.778851619,0.115108539,-0.05605501,0.035504098,-0.54683531,1.126184227,0,NLA_IA-10067,0.879694846,1.793901472,187585.7972,2206920.955
-0.30260997,0,0.061954155,-0.216578876,-1.010188714,0.214327374,-0.089688016,0.007712862,-0.461413244,0,1.320651303,NLA_NC-10038,0.518022109,0.070236715,1434597.257,1575508.83
-0.30260997,0.049198676,0.00268483,-0.320458163,-0.754498799,0.103597655,-0.138269025,0.042932316,-0.698678602,1.126184227,0,NLA_MN-10105,0.442235424,0.178609846,249848.5081,2470157.924
-0.30260997,0.274175877,0.003771475,-0.015065074,-0.688778622,0.101122279,-0.037370007,0.041809202,-0.63838501,1.126184227,0,NLA_MN-10020,0.842624347,1.328605991,154837.6447,2441251.072
-0.30260997,3.74E-04,0.102973839,-0.011163541,-0.753219167,0.111444942,-0.298960055,0.038249587,-0.664396003,1.126184227,0,NLA_MN-10077,0.550203682,0.375547921,225727.6741,2457556.516
-0.30260997,0.126304192,7.12E-04,-4.91E-04,-0.400115792,0.074772261,-0.224220041,0.050393129,-0.284699035,1.126184227,0,NLA_ND-10031,0.899931743,1.547451374,-365209.8942,2744941.281
-0.30260997,0.063217689,1.30E-04,0,-0.459698227,0.076206234,-0.149480027,0.040636083,-0.34669751,1.126184227,0,NLA_ND-10058,0.898160719,1.646591951,-262115.1208,2602356.551
-0.30260997,0.02056833,0.005985426,0,-0.207736011,0.165700896,-0.05231801,0.015242576,-0.631655969,0,0,NLA_NM-10072,0.515609386,0.564515006,-1072629.59,1587148.401
-0.30260997,0.09489112,0.004097653,-0.03313586,-0.51967991,0.142045275,-0.231694042,0.597829644,-0.819920448,0,0,NLA_UT-10043,0.256802945,-0.474195616,-1329102.887,2153795.789
-0.30260997,0.031411202,8.32E-04,0,-0.111782414,0.167953629,-0.026159005,0.030736273,-0.619508739,0,0,NLA_NV-10013,0.304153541,-0.478131899,-1918342.17,2059643.278
-0.30260997,0,1.58E-06,-2.85E-04,-0.253601773,0.090309845,-0.018685003,0.141403644,-0.805747294,0,0,NLA_NV-10043,0.44913544,0.461385225,-1889917.884,2334597.1
-0.30260997,0.01497453,0.021572307,-0.271384574,-0.934660595,0.18482074,-0.560550102,0.125775327,-0.258408619,1.126184227,0,NLA_KS-10060,0.274686546,-0.596580547,103769.5221,1793106.573
-0.30260997,0,3.10E-04,0,-0.252910945,0.155942949,-0.612868112,0.075849012,-0.643803199,0,0,NLA_NM-10056,0.368778709,0.55698467,-1067076.52,1596271.947
-0.30260997,0,0,-0.598357142,-0.527473714,0.102033526,-0.280275051,0.038287823,-0.436271124,0,0,NLA_NM-10060,0.159697314,-0.136519845,-1152033.147,1515093.26
-0.30260997,0,0.005725182,-0.405662115,-1.06831878,0.236330546,-0.205535038,0.042798232,-0.726608823,1.126184227,0,NLA_NC-10014,0.246034973,-0.30224763,1511126.67,1466743.893
-0.30260997,0.010545109,4.13E-05,-0.135412021,-0.417335772,0.154343855,-0.504495092,0.251728598,-0.479296036,1.126184227,0,NLA_NM-10051,0.456176372,-0.36456141,-674005.8986,1392723.233
-0.30260997,0.070426642,3.02E-04,-0.005167125,-1.185413771,0.211367458,-0.074740014,0.012811275,-0.340122445,1.126184227,0,NLA_MO-10016,0.539318444,0.160700266,596107.33,1525943.836
-0.30260997,0,0,-0.650201628,-1.098912342,0.197729696,-0.168165031,0.033549367,-0.157913992,0,1.320651303,NLA_IL-10003,0.568041341,0.616922052,671369.6564,1631364.596
-0.30260997,0,0.049196202,-0.005673706,-0.78793342,0.200249117,-0.149480027,0.027564809,-0.376564135,1.126184227,0,NLA_KS-10073,0.376019517,-0.767020377,-122067.0223,1622743.395
-0.30260997,0.131313091,0.001414798,-0.095556049,-0.887448995,0.227077567,-0.094919817,0.081525659,-0.190725043,1.126184227,0,NLA_OK-10001,0.660436178,0.183990189,-78059.86418,1438304.837
-0.30260997,0.234449899,9.88E-04,-0.162980163,-0.66933338,0.096655233,-0.43722908,0.061998535,-0.655893926,1.126184227,0,NLA_MN-10092,0.597814169,0.625856468,114457.3387,2505380.233
-0.30260997,0.01787958,3.08E-05,-0.373965697,-0.478287306,0.076429026,-1.177155215,0.264023876,-0.903059897,0,0,NLA_UT-10053,0.073253529,-0.142359719,-1217804.39,1999640.306
-0.30260997,0.328793215,0.002795604,-1.89E-04,-0.77131797,0.124072269,-0.093425017,0.159068356,-0.573036613,1.126184227,0,NLA_IA-10032,0.889379416,1.600723056,112513.7336,2166845.864
-0.30260997,0.001903229,2.23E-04,-0.381197632,-0.453891812,0.130834847,-0.10837302,0.097930744,-0.649850248,1.126184227,0,NLA_NM-10082,0.251302188,-1.032720718,-827970.9558,1441755.597
-0.30260997,0,0,-0.648820408,-1.120305698,0.195122238,-0.224220041,0.032288445,-0.182208453,0,1.320651303,NLA_IL-10034,0.591143266,0.814483271,660587.3334,1634949.075
-0.30260997,0.112646607,7.97E-04,-0.202526561,-1.385066303,0.27024557,-0.100899018,0.07925242,-0.376564135,1.126184227,0,NLA_MS-10003,0.425631977,-2.15E-05,436418.5417,969590.4043
-0.30260997,0.005002482,1.16E-04,-0.529353082,-1.361454203,0.266430768,-0.213009039,0.051512303,-0.400858596,1.126184227,0,NLA_MS-10009,0.36593166,0.323540346,508106.6207,994175.687
-0.30260997,0.084352526,0.001278204,-2.46E-04,-1.269903636,0.258656932,-0.063529012,0.138832263,-0.324551829,1.126184227,0,NLA_MS-10010,0.751478348,0.973062042,523424.5906,1135489.225
-0.30260997,0.080245072,9.88E-04,-0.479190552,-0.917690653,0.141108068,-1.046360191,0.222587851,-0.483083794,0,1.320651303,NLA_PA-10014,0.158227666,-0.687984626,1497438.76,2068733.812
-0.30260997,0.007833843,0.001084159,-0.007677788,-0.41760912,0.070745702,-0.11211002,0.041594031,-0.300155762,1.126184227,0,NLA_ND-10079,0.889174048,1.492080719,-381109.4036,2777744.218
-0.30260997,0.13182644,0.004245239,-7.02E-04,-0.775734163,0.120568197,-0.085951016,0.229218026,-0.614908019,1.126184227,0,NLA_IA-10055,0.843480646,1.369098633,65962.14672,2180928.591
-0.30260997,0.003447651,0,-0.138834094,-0.456145758,0.071046661,-0.317645058,0.15150365,-0.820615224,1.126184227,0,NLA_MT-10016,0.317378929,-0.561452926,-1239906.767,2836912.553
-0.30260997,0.426763676,0.001186119,-0.008186597,-0.606555305,0.108878421,-0.041107008,0.029523486,-0.338247872,1.126184227,0,NLA_SD-10016,0.888383498,1.19714384,-85136.45882,2287353.57
-0.30260997,0.179066552,3.10E-04,-0.029027677,-0.641360278,0.137913082,-0.014948003,0.013305703,-0.497340236,1.126184227,0,NLA_SD-10089,0.849267532,1.274304096,-65903.43637,2192352.942
-0.30260997,0.01815825,2.79E-04,-0.210198448,-0.444858907,0.037551298,-0.074740014,0.018516165,-0.318685832,1.126184227,0,NLA_ND-10086,0.739860552,0.718219376,-328776.4671,2886547.334
-0.30260997,0.005467968,2.29E-04,-0.317078176,-0.590301627,0.066999879,-0.134532025,0.255520436,-0.771957272,1.126184227,0,NLA_MN-10062,0.69892456,1.018659177,26377.66371,2664940.345
-0.30260997,0.275588898,0.001561906,-0.036282931,-0.670934651,0.100027694,-0.130795024,0.155982205,-0.597882205,1.126184227,0,NLA_MN-10065,0.805324182,1.022709796,130634.7536,2446491.451
-0.30260997,0.008210202,0.007775717,-0.432270112,-1.051837058,0.108409571,-0.082214015,0.053747711,-0.700839998,0,1.320651303,NLA_NH-10019,0.165257412,-1.029183554,1974206.013,2522357.139
-0.30260997,0.061849853,0.004481171,-0.14455643,-0.955708155,0.235773995,-0.254116046,0.147317173,-0.347200431,1.126184227,0,NLA_OK-10060,0.369030203,-0.591532573,-65044.33873,1321856.938
-0.30260997,0.207650974,8.46E-04,-0.207383931,-1.070713087,0.232809042,-0.048581009,0.061320281,-0.310836459,0,1.320651303,NLA_OK-10109,0.656732426,0.282616313,91159.66471,1378129.797
-0.30260997,0.357043321,0,0,-0.198582976,0.126881934,-0.093425017,0.032977546,-0.655950429,0,0,NLA_UT-10057,0.29422382,-0.620162926,-1094748.339,2060675.971
-0.30260997,0.155559757,0.001759316,-0.446946674,-1.02510683,0.197838838,-0.11211002,0.027304715,-0.585272707,0,1.320651303,NLA_VA-10013,0.216568143,-0.996941172,1518861.818,1713983.541
-0.30260997,0.013498228,6.92E-04,-0.646098589,-1.189519382,0.158921628,-0.298960055,0.071104984,-0.347517851,0,1.320651303,NLA_WV-10008,0.153469832,-0.968376725,1319671.841,1862158.385
-0.30260997,0.102397893,0.001117016,-0.302833,-0.989019663,0.233251482,-0.205535038,0.13205763,-0.155576428,1.126184227,0,NLA_OK-10008,0.524852737,-0.02337719,-27974.05032,1385399.264
-0.30260997,0.110461975,0.001374234,-0.301728786,-1.027273297,0.234115048,-0.205535038,0.117102786,-0.123311235,1.126184227,0,NLA_OK-10101,0.612293213,0.343995825,6367.416424,1372931.879
-0.30260997,0,0,-0.419900072,-1.527982743,0.114121233,-1.270580232,0.042017031,-0.874600572,0,0,NLA_CA-10051,0.021360701,-0.066809663,-2166225.25,2327148.262
-0.30260997,0.1087758,2.20E-04,-0.114414905,-0.856773873,0.181676866,-0.168165031,0.011828477,-0.242944603,1.126184227,0,NLA_KS-10002,0.458084528,-0.396348149,1770.116307,1751521.869
-0.30260997,0.129678496,3.48E-04,-0.001596489,-0.396004198,0.071358988,-0.05605501,0.024600626,-0.286104092,1.126184227,0,NLA_ND-10047,0.886624744,1.265545832,-415480.4716,2775298.229
-0.30260997,0.073650416,0.002327887,-0.413189066,-1.36274103,0.159905912,-1.289265236,0.02340546,-0.68224772,0,1.320651303,NLA_VA-10050,0.108841934,-0.113575668,1375957.88,1627529.031
-0.30260997,0,0.001192237,-0.100493179,-0.716462087,0.198944198,-0.037370007,0.062089197,-0.461594746,1.126184227,0,NLA_KS-10012,0.38370286,-0.72788809,-197563.2902,1626571.06
-0.30260997,0,0,-0.54732125,-1.099226309,0.197978413,-0.115847021,0.012540005,-0.157913992,0,1.320651303,NLA_IL-10033,0.599309856,0.616068066,671460.6794,1631989.138
-0.30260997,0.052030731,0.001809201,-0.003189633,-1.381668576,0.27158807,-0.130795024,0.406898414,-0.376564135,1.126184227,0,NLA_LA-10002,0.586646946,0.200468609,424056.9155,964759.1863
